signature,cluster_size,locator_id_stability,locator_name_stability,locator_class_stability,locator_linkText_stability,locator_partialLinkText_stability,locator_xpath_stability,locator_css_stability
"a||||||phones, tablets & accessories",1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||picked for you,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||piggy bank,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pijama de unicornio,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pijama femme,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pillow,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pin,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pincel base,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pink,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pistolet defense,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||plaid dress,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||planner 2019,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||plaza,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
"a||||||plaza, envíos desde españa",3,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0
a||||||plaza: entrega en 3 días,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||poco x3 nfc,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||polarized sunglasses,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||polish,91,0.0,0.0,0.0,1.0,1.0,0.4835164835164835,0.4835164835164835
a||||||polska dostawa bezpośrednia,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||política de privacidad y de cookies,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||popular en españa,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||portuguese,79,0.0,0.0,0.0,1.0,1.0,0.46835443037974683,0.46835443037974683
a||||||português,13,0.0,0.0,0.0,1.0,1.0,0.5384615384615384,0.5384615384615384
a||||||potencia mtb,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||power tools,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||previous,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||preço,4,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||privacy policy,96,0.0,0.0,0.0,1.0,1.0,0.4375,0.4375
a||||||product,79,0.0,0.0,0.0,1.0,1.0,0.4050632911392405,0.4050632911392405
a||||||producto,5,0.0,0.0,0.0,1.0,1.0,0.8,0.8
a||||||produits,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||produtos,4,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||promoción,5,0.0,0.0,0.0,1.0,1.0,0.8,0.8
a||||||promotion,79,0.0,0.0,0.0,1.0,1.0,0.4050632911392405,0.4050632911392405
a||||||promotions,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||promoções,4,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||protección del comprador,14,0.0,0.0,0.0,1.0,1.0,0.2857142857142857,0.2857142857142857
a||||||protection de l'acheteur,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||protective suit,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||protezione acquirente,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||proteção ao consumidor,12,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.25
a||||||proteção de propriedade intelectual,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||przyłącz się,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||purses and handbags,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||pyama woman set,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||página del grupo alibaba,5,0.0,0.0,0.0,1.0,1.0,0.8,0.8
a||||||pусский,24,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333
a||||||que bom te ter na família aliexpress!,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||quedan pocas horas,10,0.0,0.0,0.0,1.0,1.0,0.1,0.1
a||||||queen hair,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||rain boots,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||razor,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||recently viewed,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||redmi note 8 pro,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||refresh for more,10,0.0,0.0,0.0,1.0,1.0,0.5,1.0
a||||||regístrate,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0
a||||||rellena nuestra encuesta,5,0.0,0.0,0.0,1.0,1.0,0.4,0.4
a||||||relogio mecanico,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||relogios inteligente,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||relógios,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||remote control car,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||report ipr infringement,63,0.0,0.0,0.0,1.0,1.0,0.4444444444444444,0.4444444444444444
a||||||resistance bands,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||retail,25,0.0,0.0,0.0,1.0,1.0,0.44,0.44
a||||||reviews,84,0.0,0.0,0.0,1.0,1.0,0.39285714285714285,0.39285714285714285
a||||||rge-verletzung melden,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||ring holder,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||rings,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||robe soirée,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||robot,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||rose petals,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||roupa de bebe menina,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||russian,67,0.0,0.0,0.0,1.0,1.0,0.5373134328358209,0.5373134328358209
a||||||rx 580,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sacs,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sale home,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||samsung a50 glass,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||samsung galaxy s8,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||samsung s10 case,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||samsung s7,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sandalias,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sans fil chargeur,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sapatos,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||save big on our app!,33,0.0,0.0,0.0,1.0,1.0,0.2727272727272727,0.45454545454545453
a||||||savon,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||schmuck & zubehör,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||schoenen,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||schuhe,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||schönheit & gesundheit,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||scissors,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||scrunchies,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||se connecter,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sectional sofa,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||security,5,0.0,0.0,0.0,1.0,1.0,0.6,0.8
a||||||security camera,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||see all >,33,0.0,0.0,0.0,1.0,1.0,0.2727272727272727,0.5757575757575758
a||||||segnala un'infrazione del diritto di proprietà intellettuale,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||seien sie der trend,15,0.0,0.0,0.0,1.0,1.0,0.06666666666666667,0.06666666666666667
a||||||seiko 5,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||selección mundial,3,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||select coupons,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||self defense weapons,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||self stirring mug,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sell on aliexpress,33,0.0,0.0,0.0,1.0,1.0,0.5757575757575758,0.9090909090909091
a||||||seller center,19,0.0,0.0,0.0,1.0,1.0,0.3684210526315789,0.5263157894736842
a||||||seller portal,39,0.0,0.0,0.0,1.0,1.0,0.48717948717948717,0.48717948717948717
a||||||service client,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||serviço de apoio ao consumidor,5,0.0,0.0,0.0,1.0,1.0,0.4,0.4
a||||||setting spray,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sewing machine,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sexy,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sexy jumpsuit,2,0.0,0.0,0.0,1.0,1.0,0.5,1.0
a||||||sexy nightwear,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sexy swimsuit,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||shelf,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||shirts,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||shoes,20,0.0,0.0,0.0,1.0,1.0,0.45,0.95
a||||||shoes for kids,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||shoes woman,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||show all,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||shower,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||shower curtain,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||sieraden & accessoires,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sign in,61,0.0,0.0,0.0,1.0,1.0,0.29508196721311475,0.5573770491803278
a||||||signaler une infraction des dpi,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||silk pajamas,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||silk robe,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||silk robes for women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||singles day,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||site haritası,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sitemap,47,0.0,0.0,0.0,1.0,1.0,0.5957446808510638,0.5957446808510638
a||||||slime box,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sling bag,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||slingshot,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||smart mirror,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||smart watch,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||smart watch women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||smok,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||soccer shoes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sock boots,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||socks,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||socks women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||solar light,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||soldador,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||solder paste,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||soldering iron,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||soutien-gorge de sport,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||spanish,79,0.0,0.0,0.0,1.0,1.0,0.46835443037974683,0.46835443037974683
a||||||spider gel,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sport & entertainment,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sport & unterhaltung,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sports & entertainment,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sports & outdoors,19,0.0,0.0,0.0,1.0,1.0,0.47368421052631576,1.0
a||||||sports et loisirs,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||spy camera,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||standortkarte,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||stockings,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||stripper,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||stripper heels,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||stroller,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||styles en vogue,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||styles en vogue acheter,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||subwoofer carro,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||suitcase,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||summer dress 2019,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sunglasses men,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||super ofertas!,10,0.0,0.0,0.0,1.0,1.0,0.1,0.1
a||||||super value deals,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sweatpants,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sweatshirt,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sweatsuit,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||sweter women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||switches,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||t shirt men,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||t shirts,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||t-shirt,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||table,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||table lamp,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||tablet 10.1,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||take our feedback survey,30,0.0,0.0,0.0,1.0,1.0,0.36666666666666664,0.36666666666666664
a||||||take our survey,51,0.0,0.0,0.0,1.0,1.0,0.17647058823529413,0.17647058823529413
a||||||taobao markertplace,17,0.0,0.0,0.0,1.0,1.0,0.4117647058823529,0.4117647058823529
a||||||taobao marketplace,79,0.0,0.0,0.0,1.0,1.0,0.5316455696202531,0.5316455696202531
a||||||taobao taiwan,14,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.42857142857142855
a||||||tattoo,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||tech,4,0.0,0.0,0.0,1.0,1.0,0.5,0.5
"a||||||tech
			discovery shop now",15,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333
a||||||tech discovery,15,0.0,0.0,1.0,1.0,1.0,0.4,0.6
a||||||tech entdeckungen,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||teddy bear,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||tee shirt homme,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||teeth whitening,4,0.0,0.0,0.0,1.0,1.0,0.25,0.5
a||||||telefon komórkowy,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||tenis masculino,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||tenis nike masculino,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||tennis shoes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||term of use and legal information,15,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333
a||||||terms of use,81,0.0,0.0,0.0,1.0,1.0,0.38271604938271603,0.38271604938271603
a||||||tesla model 3,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||teslimat seçenekleri,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||thai,80,0.0,0.0,0.0,1.0,1.0,0.4625,0.4625
a||||||tiếng việt,12,0.0,0.0,0.0,1.0,1.0,0.5833333333333334,0.5833333333333334
a||||||tmall,107,0.0,0.0,1.0,1.0,1.0,0.45794392523364486,0.45794392523364486
a||||||todas categorias >,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||toddler boy clothes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||toddler shoes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||tools,5,0.0,0.0,0.0,1.0,1.0,0.6,0.8
a||||||top mujer,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||tourniquet,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||tout voir,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||tout voir >,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||towel,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||toy story,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||toys,20,0.0,0.0,0.0,1.0,1.0,0.45,0.95
a||||||toys for children,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
"a||||||toys, kids & baby",1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||transactieserviceovereenkomst,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||transaction service agreement,51,0.0,0.0,0.0,1.0,1.0,0.17647058823529413,0.17647058823529413
a||||||transaction services agreement,30,0.0,0.0,0.0,1.0,1.0,0.36666666666666664,0.36666666666666664
a||||||trending styles,16,0.0,0.0,1.0,1.0,1.0,0.375,0.625
a||||||trending styles shop now,9,0.0,0.0,0.0,1.0,1.0,0.5555555555555556,1.0
a||||||trends 50% rabatt,15,0.0,0.0,0.0,1.0,1.0,0.06666666666666667,0.06666666666666667
a||||||treten sie bei,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||try your luck,7,0.0,0.0,0.0,1.0,1.0,0.2857142857142857,1.0
a||||||tudo,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||turkish,80,0.0,0.0,0.0,1.0,1.0,0.4625,0.4625
a||||||turquoise,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||tv stands,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||télécharger maintenant,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||téléphones,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||términos de uso,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||türk,12,0.0,0.0,0.0,1.0,1.0,0.5833333333333334,0.5833333333333334
a||||||ugc boots,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||umbrella,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||univers geek,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||univers geek acheter,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||universo geek confira!,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||unterhaltungselektronik,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||up to 50% off,30,0.0,0.0,0.0,1.0,1.0,0.03333333333333333,0.03333333333333333
a||||||us $0.30,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||us $0.69,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||us $1.90,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||us $1.99,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
"a||||||us $10.99
                                                    us $21.98",1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||us $2.48,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||us $2.99,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||us $22.99,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||us $28.80,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||us $3.42,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||us $3.99,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||us $5.56,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||us $7.85,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||usb,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||usb hub,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||user information legal enquiry guide,42,0.0,0.0,0.0,1.0,1.0,0.5714285714285714,0.5714285714285714
a||||||uv lamp,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||uñas,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||vedi tutti>,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||veil,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||veja seus benefícios,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||ventes flash,5,0.0,0.0,0.0,1.0,1.0,0.4,0.4
a||||||ver más,9,0.0,0.0,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333
a||||||ver todas,2,0.0,0.0,1.0,1.0,1.0,0.5,0.5
a||||||ver todas >,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0
a||||||vereinbarung zu transaktionsdiensten,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||verlanglijstje,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||vestido bebe,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||vestido tubinho,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||vestidos novia,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||viaje accesorio,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||victoria secret,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||vietnamese,80,0.0,0.0,0.0,1.0,1.0,0.4625,0.4625
a||||||view all >,4,0.0,0.0,0.0,1.0,1.0,0.5,1.0
a||||||view more,38,0.0,0.0,1.0,1.0,1.0,0.15789473684210525,0.47368421052631576
a||||||view new user benefits,3,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0
a||||||você tem um cupom de us $3 pegue seu cupom de us $3,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||voir plus,3,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||voiture caméra,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||volkswagen,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||vul onze feedbackenquête in,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||vélo lumière,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||walkie talkie,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wall clock,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wall decor,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wallpaper,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||watch men curren,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||watch women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||watches,20,0.0,0.0,0.0,1.0,1.0,0.45,0.95
a||||||watches for men,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||watches for women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||water filter,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||watercolor,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wedding decoration,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wedding dress,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||wedding dresses,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wedges shoes,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||welcome newcomers!,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0
a||||||welcome to aliexpress,27,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0
a||||||welkom bij aliexpress,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wholesale lashes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||widzieć wszystko>,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wigs,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wigs human hair,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||willkommen bei aliexpress!,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wind generator,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||winkelwagentje,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wireless headphones,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wireless mouse,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||wish list,65,0.0,0.0,0.0,1.0,1.0,0.35384615384615387,0.5076923076923077
a||||||with good deals,15,0.0,0.0,0.0,1.0,1.0,0.06666666666666667,0.06666666666666667
a||||||woman pants,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||woman tshirts,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||women,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||women bags,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||women clothes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||women clothes 2019,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||women shoes,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||women watch,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||women's clothing,2,0.0,0.0,0.0,1.0,1.0,0.5,0.5
a||||||women’s clothing,19,0.0,0.0,0.0,1.0,1.0,0.47368421052631576,1.0
a||||||wordt lid,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||wunschliste,3,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666
a||||||xbox,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||xiami,96,0.0,0.0,0.0,1.0,1.0,0.5104166666666666,0.5104166666666666
a||||||xiaomi,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
a||||||xxxtentacion hoodies,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||yeezys air 350,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||yeni kullanıcı alanı,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a||||||you have a us $2 coupon get your us $2 coupon,2,0.0,0.0,0.0,1.0,1.0,0.5,1.0
